reinforcement_ratio,warning_signal_points,warning_pecks,punishment_period,feed_time,total_reinforcements,skip_to_next_value,warning_alarm_volume,warning_display_volume,punishment_condition,subject,is_spot_on,random_warning,Time,Reinforcers,Quarter,Pecks,Event,x,y
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.553434,0,2.0,14,peck,0.41180555555555554,0.07999999999999996,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:17.590803,0,2.0,14,peck,0.41041666666666665,0.02111111111111108,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:19.092053,0,2.0,14,peck,0.3958333333333333,0.010000000000000009,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.820343,0,2.0,14,peck,0.3923611111111111,0.06333333333333335,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.857023,0,2.0,14,peck,0.3972222222222222,0.026666666666666616,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.869455,0,2.0,14,peck,0.3972222222222222,0.07777777777777772,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.881554,0,2.0,14,peck,0.4027777777777778,0.02111111111111108,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.894141,0,2.0,14,peck,0.4041666666666667,0.10111111111111115,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.930706,0,2.0,14,peck,0.39652777777777776,0.018888888888888844,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.932259,0,2.0,14,peck,0.39791666666666664,0.10444444444444445,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.955241,0,2.0,14,peck,0.38125,0.014444444444444482,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:21.968082,0,2.0,14,peck,0.3819444444444444,0.09666666666666668,False
30,[],3,30,5,38,3,100,100,1,Pigeon,True,False,0:01:22.005274,0,2.0,14,peck,0.37083333333333335,0.012222222222222245,False
